,index,EVENT_ID_NO_CNTY,Date,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
1570,1570,33734,9/15/2011,2011,1,Strategic development,Police Forces of Ethiopia (1991-),,1,Ginbot Seven Party,,3,13,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,APANEWS,Government forces arrest four opposition party members and one journalist on charges of terrorism.,0
1571,1571,33735,9/16/2011,2011,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Nogob,Fik,Hagion,8.15,42.56667,1,BBC Monitoring,"ONLA freedom fighters attacked a group of Ethiopian troops at a place called Hagion in Degeh Bur District, Jerar Province, killing two soldiers and wounding two others.",2
1572,1572,33736,9/16/2011,2011,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,BBC Monitoring,ONLF/A fighters attack military positions in Fik town.,0
1573,1573,33737,9/18/2011,2011,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Jarar,Degehabur,Degeh Bur,8.22056,43.55722,2,BBC Monitoring,"ONLA units carried out a heavy attack on Chinese oil firm PetroTrans and Ethiopian troops guarding them at a place called Iley, near Obale in the district of Degeh Bur, Jerar Province, where they were conducting oil exploration activity. Thirty government troops killed.",30
1574,1574,33738,9/18/2011,2011,1,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Somali,Jarar,Degehabur,Degeh Bur,8.22056,43.55722,2,BBC Monitoring,"Ethiopian troops go into a blind rage after and attack by ONLA, kill a civilian.",1
1575,1575,33739,9/18/2011,2011,1,Violence against civilians,ONLF: Ogaden National Liberation Front,,2,Civilians (China),,7,27,Ethiopia,Somali,Jarar,Degehabur,Degeh Bur,8.22056,43.55722,2,BBC Monitoring,"ONLA units carried out a heavy attack on Chinese oil firm PetroTrans and Ethiopian troops guarding them at a place called Iley, near Obale in the district of Degeh Bur, Jerar Province, where they were conducting oil exploration activity. Thirty government troops killed.",30
1576,1576,33740,9/20/2011,2011,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Kebribeyah,Kebri Beyah,9.10361,43.17472,1,BBC Monitoring,ONLA fighters carried out an attack against Ethiopian troops who were deployed at a place called Moyaha in Kebri Beyah.,0
1577,1577,33741,9/29/2011,2011,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,North Shewa,Hidabu Abote,Abote,9.86667,38.45,2,BBC Monitoring,"An OLA commando unit ambushed weyane soldiers at a place called Salal Qala in Abote District, North Shewa Zone, killing seven soldiers on the spot and seriously wounding 12 others.",7
1578,1578,33742,9/29/2011,2011,1,Strategic development,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Somali,Jarar,Aware,Aware,8.25611,44.15667,2,BBC Monitoring,Government forces arrest and detain a number of Ogaden civilians over two non consecutive days near Aware.,0
1579,1579,33743,10/1/2011,2011,1,Strategic development,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Somali,Jarar,Aware,Aware,8.25611,44.15667,2,BBC Monitoring,Government forces arrest and detain a number of Ogaden civilians over two non consecutive days near Aware.,0
1580,1580,33744,10/4/2011,2011,1,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,3,BBC Monitoring,Government forces kill a boy and middle aged man in the southeast portion of the country.,2
1581,1581,33745,10/12/2011,2011,1,Remote violence,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Korahe,Shilabo,Shilabo,6.09167,44.76361,1,BBC Monitoring,ONLF/A fighters use a remote control explosive against a weyane convoy inflicting heavy causalities.,0
1582,1582,33746,10/26/2011,2011,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Misraq Harerge,Babile,Babile,9.2167,42.3333,2,BBC Monitoring,"ONLF/A fighters rescue civilians from their weyane abductors, clash with them.",0
1583,1583,33747,10/26/2011,2011,2,Strategic development,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Oromia,Misraq Harerge,Babile,Babile,9.2167,42.3333,2,BBC Monitoring,"Weyane soldiers abduct Ogaden civilians, reports of mistreatment. The abductions lead to numerous clashes with the ONLA in following days.",0
1584,1584,33748,10/27/2011,2011,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Misraq Harerge,Babile,Babile,9.2167,42.3333,1,BBC Monitoring,"Clashes between ONLF/A and weyane soldiers results in the death of 22, plus 17 injured.",22
1585,1585,33749,10/29/2011,2011,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,3,BBC Monitoring,"ONLF/A fighters attack government soldiers, kill 85 and capture many AK-47s in the southeast.",85
1586,1586,33750,11/7/2011,2011,1,Riots/Protests,Police Forces of Ethiopia (1991-),,1,Rioters (Ethiopia),,5,15,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,3,BBC Monitoring,At least one Ethiopian was killed and three other were injured as residents fought Ethiopian police forces in Bali-dhiig district of Togdheer Region in the breakaway region of Somaliland.,1
1587,1587,33751,11/7/2011,2011,1,Strategic development,Police Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,3,BBC Monitoring,A large group of police enter a mosque and attempt to detain religious leaders before armed residents resist.,0
1588,1588,33752,11/16/2011,2011,1,Battle-Non-state actor overtakes territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Jarar,Degehabur,Degeh Bur,8.22056,43.55722,1,BBC Monitoring,"Ogaden rebels capture a military base. The Ethiopian casualties in this operation are 12 dead and more than 16 wounded, some very seriously.",12
1589,1589,33753,11/18/2011,2011,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,North Shewa,Kuyu,Kuyu,9.8,38.4,1,BBC Monitoring,"On the evening of 18 November 2011 at about 8:00 p.m. local time, an OLA unit of Northern Oromiya Command infiltrated into an enemy camp located in Kuyu County at a place called Malka Wachiti, killings even weyane (TPLF) troops and wounding more than 12 others.",7
1590,1590,33754,11/20/2011,2011,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Amhara,North Shewa,Minjar Shenkora,Arertu,8.93333,39.41667,1,BBC Monitoring,"The same OLA unit active November 18th attacked another weyane camp located in Yaya Gulele County at a place called Malka Mogor in a village called Arertu, killing five enemy troops and wounding, at least, three others. In these operations the OLA Northern Oromiya Command confiscated military armament and made them the property of the Oromo liberation struggle led by OLF.",5
1591,1591,33755,12/6/2011,2011,2,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Kelem Wellega,Dale Wabera,Garbo,9.0333,35.05,1,BBC Monitoring,A series of attacks ranging from December 6th - 12th occur over a small area. 27 weyane soldiers killed and 30 others wounded.,7
1592,1592,33756,12/6/2011,2011,2,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Jarar,Degehamedo,Daga Medo,7.98333,43.01667,1,BBC Monitoring,A series of attacks ranging from December 6th - 12th occur over a small area. 27 weyane soldiers killed and 30 others wounded.,0
1593,1593,33757,12/6/2011,2011,2,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Nogob,Dihun,Dihun,7.21667,42.7,1,BBC Monitoring,A series of attacks ranging from December 6th - 12th occur over a small area. 27 weyane soldiers killed and 30 others wounded.,7
1594,1594,33758,12/6/2011,2011,2,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Korahe,Kebridehar,Kebri Dehar,6.74,44.27806,1,BBC Monitoring,A series of attacks ranging from December 6th - 12th occur over a small area. 27 weyane soldiers killed and 30 others wounded.,7
1595,1595,33759,12/6/2011,2011,2,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,BBC Monitoring,A series of attacks ranging from December 6th - 12th occur over a small area. 27 weyane soldiers killed and 30 others wounded. This event occurred in the Fik Region.,9
1596,1596,33760,12/19/2011,2011,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,North Shewa,Debre Libanos,North Shewa Zone,9.66915,38.8124,1,BBC Monitoring,"OLA forces attack government positions, six killed, 13 wounded.",6
1597,1597,33761,12/27/2011,2011,1,Strategic development,Government of Ethiopia (1991-),,1,Civilians (International),,7,17,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Cape Times,A court in Ethiopia sentenced two Swedish journalists to 11 years in prison on charges of supporting terrorism after the two illegally entered the country with an ethnic Somali rebel group.,0
1598,1598,33762,1/16/2012,2012,1,Violence against civilians,ARDUF: Afar Revolutionary Democratic Unity Front,,2,Civilians (International),,7,27,Ethiopia,Afar,Afar Zone 4,Teru,Erta Are Volcanic Site,12.60672,40.66153,1,Chron News,Eritrean trained terror groups kill a group of foreign tourists at a volcanic site. Two others kidnapped. The ARDUF later claims responsibility.,5
1599,1599,33763,1/24/2012,2012,1,Strategic development,Government of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Reuters,government officials sentenced two journalists to 17 years in prison for conspiring with rebel groups.,0
1600,1600,33764,2/3/2012,2012,1,Battle-No change of territory,OLF: Oromo Liberation Front,,2,TPLF: Tigray People's Liberation Front,,3,23,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,3,BBC Monitoring Africa,"OLA kills a police commander with strong or corrupt ties to the TPLF in the ""east"".",1
1601,1601,33765,2/12/2012,2012,1,Violence against civilians,Liyu Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),,7,47,Ethiopia,Somali,Jarar,Gashamo,Misrak Gashamo,8.1,45.36667,1,All Africa,"Liyu Ethnic Militia (Ethiopia open fire on a village, killing the local elder as well as several others.",5
1602,1602,33766,2/16/2012,2012,2,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Somali,Jarar,Degehabur,Degeh Bur,8.22056,43.55722,2,BBC Monitoring Africa,"Members of the military commit 30 illegal killings, including the mayor of a town, children and women for reasons unknown.",30
1603,1603,33767,2/19/2012,2012,1,Violence against civilians,Military Forces of Ethiopia (1991-),Liyu Ethnic Militia (Ethiopia),1,Civilians (Ethiopia),,7,17,Ethiopia,Somali,Korahe,Kebridehar,Abshir,7,44,2,BBC Monitoring Africa,"The military and their Liyu allies attack two Ogaden villages, kill ten farmers among them. They were believed to be attacked for their alliance with the ONLF.",5
1604,1604,33768,2/19/2012,2012,1,Violence against civilians,Military Forces of Ethiopia (1991-),Liyu Ethnic Militia (Ethiopia),1,Civilians (Ethiopia),,7,17,Ethiopia,Somali,Korahe,Kebridehar,Madheedh,7,44,2,BBC Monitoring Africa,"The military and their Liyu allies attack two Ogaden villages, kill ten farmers among them. They were believed to be attacked for their alliance with the ONLF.",5
1605,1605,33769,2/20/2012,2012,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Jarar,Aware,Lafta Kalajehan,8.25611,44.15667,2,BBC Monitoring Africa,"ONLA destroyed a military vehicle of the colonial Ethiopian army at Lafta Kalajehan, which lies between Jig and Welewihig villages in Aware District. It is said that all soldiers and everything else aboard the vehicle were reduced to smithereens.",0
1606,1606,33770,2/27/2012,2012,1,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Oromia,Bale,Lege Hida,Laga Hida,7.93333,41.06667,1,BBC Monitoring Africa,Ethiopian army witnessed gang raping 17 women in Ogaden region. The violence is believed to be in response it's fighting the ONLF and the villager's loyalty to them.,0
1607,1607,33771,3/12/2012,2012,1,Violence against civilians,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37,Ethiopia,Gambela Peoples,Agnuak,Gambela Zuria,Gambella,8.25,34.5833,3,Agence France Presse,An attack by gunmen on a public bus in western Ethiopia has left 19 people dead and eight others injured.,19
1608,1608,33772,3/16/2012,2012,1,Riots/Protests,Police Forces of Ethiopia (1991-),,1,Rioters (Ethiopia),,5,15,Ethiopia,Somali,Jarar,Gashamo,Gashaamo,8.1,45.36667,2,All Africa,Rioters kill seven police,7
1609,1609,33773,3/16/2012,2012,1,Strategic development,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Somali,Jarar,Gashamo,Bilel Ogaden,8.53056,44.795,2,BBC Monitoring Africa,Ethiopian army reportedly detains 700 youth in Ogaden region.,0
1610,1610,33774,3/16/2012,2012,1,Violence against civilians,Police Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Somali,Jarar,Gashamo,Gashaamo,8.1,45.36667,2,All Africa,Special police forces execute civilian who had tried to stop a police officer from assaulting a fellow resident in Raqda village,1
1611,1611,33775,3/19/2012,2012,1,Violence against civilians,OLF: Oromo Liberation Front,,2,Civilians (Ethiopia),,7,27,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,BBC Monitoring Africa,"A special force unit of OLA killed or wounded, at least, 22 enemy troops.",22
1612,1612,33776,3/22/2012,2012,1,Violence against civilians,Liyu Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),,7,47,Ethiopia,Somali,Jarar,Gashamo,Adaada,8.1,45.36667,2,All Africa,"A military ally attacked several villages in the Gashamo region, homes burned, 12 killed and several injured.",3
1613,1613,33777,3/22/2012,2012,1,Violence against civilians,Liyu Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),,7,47,Ethiopia,Somali,Jarar,Gashamo,Dhoobo Guduud,8.1,45.36667,2,All Africa,"A military ally attacked several villages in the Gashamo region, homes burned, 12 killed and several injured.",3
1614,1614,33778,3/22/2012,2012,1,Violence against civilians,Liyu Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),,7,47,Ethiopia,Somali,Jarar,Gashamo,Galka,8.1,45.36667,2,All Africa,"A military ally attacked several villages in the Gashamo region, homes burned, 12 killed and several injured.",3
1615,1615,33779,3/22/2012,2012,1,Violence against civilians,Liyu Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),,7,47,Ethiopia,Somali,Jarar,Gashamo,Raqda,8.1,45.36667,2,All Africa,"A military ally attacked several villages in the Gashamo region, homes burned, 12 killed and several injured.",3
1616,1616,33780,3/28/2012,2012,1,Battle-No change of territory,OLF: Oromo Liberation Front,,2,Military Forces of Ethiopia (1991-),,1,12,Ethiopia,Oromia,Ilubabor,Badele Zuria,Badele,8.456,36.35302,1,BBC Monitoring Africa,"A special force unit of the Oromo Liberation Army (OLA [armed wing of Oromo Liberation Front, OLF]) has killed two weyane [Ethiopian] intelligence agents.",2
1617,1617,33781,4/10/2012,2012,1,Battle-No change of territory,ONLF: Ogaden National Liberation Front,,2,Military Forces of Ethiopia (1991-),,1,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,3,BBC Monitoring Africa,A government soldier is killed and two others wounded clashes. This report could be considered ONLF propaganda.,1
1618,1618,33782,4/10/2012,2012,1,Battle-No change of territory,ONLF: Ogaden National Liberation Front,,2,Military Forces of Ethiopia (1991-),,1,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,3,BBC Monitoring Africa,A government soldier is reported dead following a clash with the ONLF. This report could be considered ONLF propaganda.,1
1619,1619,33783,4/11/2012,2012,1,Battle-No change of territory,ONLF: Ogaden National Liberation Front,,2,Military Forces of Ethiopia (1991-),,1,12,Ethiopia,Somali,Jarar,Degehabur,Degeh Bur,8.22056,43.55722,1,BBC Monitoring Africa,"ONLA members carried out a nocturnal attack on three enemy centers in Degeh Bur town - the army division headquarters in Jerar province, a military camp in Neighborhood 5, and a military camp in Neighborhood 2. This report could be considered ONLF propaganda.",0
1620,1620,33784,4/11/2012,2012,1,Battle-No change of territory,ONLF: Ogaden National Liberation Front,,2,Military Forces of Ethiopia (1991-),,1,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,3,BBC Monitoring Africa,Three Ethiopian soldiers are killed by the ONLF in a location known as Higlayay. This report could be considered ONLF propaganda.,3
1621,1621,33785,4/11/2012,2012,1,Violence against civilians,EUFF: Ethiopian Unity and Freedom Force,,2,Civilians (Ethiopia),,7,27,Ethiopia,Amhara,Semen Gondar,Metema,Metema,12.96667,36.2,1,BBC Monitoring Africa,Fighters from the Ethiopian Unity and Freedom Force (EUFF) have burned down one hotel and over 20 stores in the northern Ethiopian border town of Metema.,0
1622,1622,33786,4/13/2012,2012,1,Battle-No change of territory,OLF: Oromo Liberation Front,,2,Military Forces of Ethiopia (1991-),,1,12,Ethiopia,Gambela Peoples,Agnuak,Gambela Zuria,Laga Mahya Forest,8,35,2,BBC Monitoring Africa,Ethiopian rebel group claims killing or wounding over 50 government forces in west. This claim was not substantiated by the military.,50
1623,1623,33787,4/15/2012,2012,1,Battle-No change of territory,ONLF: Ogaden National Liberation Front,,2,Military Forces of Ethiopia (1991-),,1,12,Ethiopia,Somali,Korahe,Kebridehar,Kebri Dehar,6.74,44.27806,1,BBC Monitoring Africa,One government soldier was killed and several others wounded in a battle in Goldulan of Kebri Dehar district. This report could be considered ONLF propaganda.,1
1624,1624,33788,4/15/2012,2012,1,Battle-No change of territory,ONLF: Ogaden National Liberation Front,,2,Military Forces of Ethiopia (1991-),,1,12,Ethiopia,Somali,Korahe,Kebridehar,Jerar,7,44,3,BBC Monitoring Africa,The ONLA ambushes sleeping Ethiopian troops at a camp overnight. This report could be considered ONLF propaganda.,0
1625,1625,33789,4/15/2012,2012,1,Violence against civilians,Military Forces of Eritrea (1993-),,8,Civilians (Ethiopia),,7,78,Ethiopia,Afar,Afar Zone 1,Dubti,Semera,11.79399,41.006,3,Agence France Presse,Unconfirmed report that Eritrean military forces have been kidnapping Ethiopians in the northern region of the country. Specific dates not cited.,0
1626,1626,33790,4/16/2012,2012,1,Battle-No change of territory,ONLF: Ogaden National Liberation Front,,2,Military Forces of Ethiopia (1991-),,1,12,Ethiopia,Somali,Jarar,Degehabur,Degeh Bur,8.22056,43.55722,3,BBC Monitoring Africa,"A unit of Dufan Brigade of the ONLF/A carried out an ambush at a place known as Gedi Ar, along Jijiga-Degeh Bur road, on the outskirts of Degeh Bur town. One enemy vehicle was destroyed together with the soldiers riding in it. Twelve soldiers Ethiopian army were confirmed killed and 20 wounded in the attack. This report could be considered ONLF propaganda.",12
1627,1627,33791,4/17/2012,2012,1,Battle-No change of territory,ONLF: Ogaden National Liberation Front,,2,Military Forces of Ethiopia (1991-),,1,12,Ethiopia,Somali,Korahe,Kebridehar,Kebri Dehar,6.74,44.27806,1,BBC Monitoring Africa,"Ogaden National Liberation Army fighters entered Kebri Dehar town, engaging Ethiopian forces in sporadic fighting. Witnesses reported deaths, though did not go into specifics. This report could be considered ONLF propaganda.",0
1628,1628,33792,4/26/2012,2012,2,Violence against civilians,Police Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Oromia,Mirab Arsi,Gedeb Asasa,Asasa,7.1,39.2,1,Bloomberg News,Police arrest a Muslim cleric for unknown and controversial reasons.,0
1629,1629,33793,4/28/2012,2012,1,Battle-No change of territory,EUFF: Ethiopian Unity and Freedom Force,,2,TPLF: Tigray People's Liberation Front,,3,23,Ethiopia,Amhara,Semen Gondar,Metema,Metema,12.96667,36.2,1,BBC Monitoring Africa,The EUFF attacks housing units inhabiting members of the TPLF.,0
1630,1630,33794,4/28/2012,2012,1,Violence against civilians,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),Civilians (International),7,37,Ethiopia,Gambela Peoples,Agnuak,Gambela Zuria,Gambella,8.25,34.5833,3,BBC Monitoring Africa,"Four Ethiopians and six Pakistanis, employees of the Saudi Star Agricultural Business Headquarters in Gambela [Regional] State [in western Ethiopia] were killed and eight others injured in a shooting late on Saturday [28 April], the Gambela [Regional] State Police Commission has said. The assailants were eventually arrested.",10
1631,1631,33795,4/29/2012,2012,1,Battle-No change of territory,GDM: Gambelan Democratic Movement,,2,Military Forces of Ethiopia (1991-),,1,12,Ethiopia,Gambela Peoples,Agnuak,Gambela Zuria,Gambella,8.25,34.5833,1,BBC Monitoring Africa,"A newly formed group, the GDM, repulses an attack from government forces near the South Sudanese shared border. Causalities confirmed, though no specific numbers provided.",0
1632,1632,33796,5/2/2012,2012,1,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Gambela Peoples,Agnuak,Gambela Zuria,Gambella,8.25,34.5833,3,Nazret News,"Government forces shoot and kill five farm workers in the west, reasons unknown.",5
1633,1633,33797,5/4/2012,2012,1,Riots/Protests,Protesters (Ethiopia),,6,,,0,60,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Anuakk Media,Groups gather to protest the recent arrest of a Muslim cleric in Asasa. Local police make their presence felt.,0
1634,1634,33798,5/6/2012,2012,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Anuak Ethnic Militia (Ethiopia),,4,14,Ethiopia,Gambela Peoples,Agnuak,Abobo,Abobo,7.85,34.55,2,Sudan Tribune,Clashes reported between unnamed Anuak ethnic militia and government forces,0
1635,1635,33799,5/7/2012,2012,1,Riots/Protests,Police Forces of Ethiopia (1991-),,1,Protesters (Ethiopia),,6,16,Ethiopia,Amhara,Misraq Gojjam,Guzamn,Debre Markos,10.35,37.73333,1,BBC Monitoring,Protesting students arrested by police,0
1636,1636,33800,5/8/2012,2012,1,Riots/Protests,Police Forces of Ethiopia (1991-),,1,Protesters (Ethiopia),,6,16,Ethiopia,Amhara,Misraq Gojjam,Guzamn,Debre Markos,10.35,37.73333,1,BBC Monitoring,Protesting students arrested by police,0
1637,1637,33801,5/9/2012,2012,1,Riots/Protests,Police Forces of Ethiopia (1991-),,1,Protesters (Ethiopia),,6,16,Ethiopia,Amhara,Mirab Gojjam,Bahir Dar Zuria,Bahir Dar,11.6,37.3833,1,BBC Monitoring,Protesting students arrested by police,0
1638,1638,33802,5/9/2012,2012,1,Riots/Protests,Police Forces of Ethiopia (1991-),,1,Protesters (Ethiopia),,6,16,Ethiopia,Amhara,Semen Gondar,Gonder Zuria,Gonder,12.6,37.4667,1,BBC Monitoring,Protesting students arrested by police,0
1639,1639,33803,5/15/2012,2012,3,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Suri Ethnic Militia (Ethiopia),,4,14,Ethiopia,"Southern Nations, Nationalities and Peoples",Bench Maji,Maji,Maji,6.2,35.58333,1,The Guardian (UK),Suri people take up arms against soldiers in Omo region; clash leaves 65 Suri people dead.,65
1640,1640,33804,5/17/2012,2012,2,Violence against civilians,Police Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),Muslim Group (Ethiopia),7,17,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,BBC Monitoring,Muslims activist dies after being tortured by security forces,1
1641,1641,33805,5/25/2012,2012,1,Strategic development,Police Forces of Ethiopia (1991-),,1,Civilians (International),Civilians (Ethiopia),7,17,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Agence France Presse,VOA journalist and his Ethiopian translator arrested and detained by Ethiopian security forces,0
1642,1642,33806,5/27/2012,2012,1,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Somali,Jarar,Degehabur,Gherigoan,8.2,43.61667,1,BBC Monitoring,Ethiopian military kills civilians in Ogaden region according to ONLF,18
1643,1643,33807,5/31/2012,2012,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Jarar,Degehabur,Birqod,8.2167,43.5667,1,BBC Monitoring,ONLF claims victories in battles against Ethiopian military,50
1644,1644,33808,5/31/2012,2012,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Jarar,Degehabur,Obole,8.41667,43.33333,2,BBC Monitoring,ONLF claims victories in battles against Ethiopian military,98
1645,1645,33809,5/31/2012,2012,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,BBC Monitoring,ONLF claims victories in battles against Ethiopian military,19
1646,1646,33810,6/4/2012,2012,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,North Shewa,Bereh,Shewa,9,39,2,BBC Monitoring Africa,OLA claims to have killed troops in attack against Ethiopian military,7
1647,1647,33811,6/5/2012,2012,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,BBC Monitoring Africa,OLA claims to have killed troops in attack against Ethiopian military,2
1648,1648,33812,6/8/2012,2012,1,Strategic development,Civilians (Ethiopia),,7,Police Forces of Ethiopia (1991-),,1,17,Ethiopia,Somali,Jarar,Degehabur,Degeh Bur,8.22056,43.55722,1,BBC Monitoring Africa,ONLF claims Ethiopian special police burn town's business district,0
1649,1649,33813,6/10/2012,2012,1,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),Ogaden Ethnic Group (Ethiopia),7,17,Ethiopia,Somali,Liben,Dolo Odo,Dolo Odo,4.1786,42.0589,2,BBC Monitoring Africa,Ethiopian troops reported by ONLF to have arrested and tortured civilians in Dolo Province,0
1650,1650,33814,6/10/2012,2012,1,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),Ogaden Ethnic Group (Ethiopia),7,17,Ethiopia,Somali,Jarar,Gunagado,Dig,7.8167,44.4167,1,BBC Monitoring Africa,Reports by ONLF from town of Dig of rape spree by Ethiopian military forces,0
