,index,EVENT_ID_NO_CNTY,Date,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
483,483,32647,7/23/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,SLF: Sidama Liberation Front,,3,13,Ethiopia,"Southern Nations, Nationalities and Peoples",Sidama,Wonosho,Dale,6.75,38.5,2,"BBC Monitoring, 7/31/2002",Sidama Liberation Army attacks Ethiopian troops,0
484,484,32648,7/23/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,SLF: Sidama Liberation Front,,3,13,Ethiopia,"Southern Nations, Nationalities and Peoples",Sidama,Wonosho,Dale,6.75,38.5,2,"BBC Monitoring, 7/31/2002",Sidama Liberation Army attacks Ethiopian troops,0
485,485,32649,7/24/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,SLF: Sidama Liberation Front,,3,13,Ethiopia,"Southern Nations, Nationalities and Peoples",Sidama,Wonosho,Dale,6.75,38.5,2,"BBC Monitoring, 7/31/2002",Sidama Liberation Army attacks Ethiopian troops,0
486,486,32650,7/24/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,SLF: Sidama Liberation Front,,3,13,Ethiopia,"Southern Nations, Nationalities and Peoples",Sidama,Wonosho,Dale,6.75,38.5,2,"BBC Monitoring, 7/31/2002",Sidama Liberation Army attacks Ethiopian troops,0
487,487,32651,7/25/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Bale,Mena,Dumal Valley,6.4167,39.85,1,"BBC Monitoring, 8/4/2002",OLF attacks Ethiopian troops,4
488,488,32652,7/25/2002,2002,2,Violence against civilians,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37,Ethiopia,"Southern Nations, Nationalities and Peoples",Sidama,Shebe Dino,Leku town,6.86667,38.45,1,"BBC Monitoring, 7/26/2002",Unidentified armed group kills three returning from teacher's conference,3
489,489,32653,7/28/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Tigray,Debubawi,Hintalo Wejirat,Waran Dab,12.9167,39.6167,1,"BBC Monitoring, 8/6/2002",ONLF attacks Ethiopian soldiers,5
490,490,32654,8/1/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Korahe,Kebridehar,Garwaan,6.75,44.5,1,"BBC Monitoring, 8/21/2002",ONLF attacks Ethiopian soldiers,6
491,491,32655,8/1/2002,2002,3,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Tigray,Mehakelegnaw,Adwa,Tigray,14.16667,38.83333,2,"BBC Monitoring, 8/21/2002",Ethiopian troops allegedly killing innocent civilians,20
492,492,32656,8/1/2002,2002,3,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Tigray,Semien Miirabaw,Tahtay Koraro,Shire,14.1383,38.28333,2,"BBC Monitoring, 8/21/2002",Ethiopian troops allegedly killing innocent civilians,8
493,493,32657,8/2/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Korahe,Kebridehar,Garwaan,6.75,44.5,1,"BBC Monitoring, 8/21/2002",ONLF attacks Ethiopian soldiers,5
494,494,32658,8/3/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,El Weyne,9.38917,43.06111,1,"BBC Monitoring, 8/14/2002",ONLF attacks Ethiopian soldiers,3
495,495,32659,8/5/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Liben,Dolo Odo,Dolo Odo,4.1786,42.0589,2,"BBC Monitoring, 8/14/2002",ONLF attacks Ethiopian soldiers,7
496,496,32660,8/5/2002,2002,1,Violence against civilians,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,1,Agence France Presse,Grenade at Ethiopian hotel leaves six civilians injured,0
497,497,32661,8/7/2002,2002,3,Battle-No change of territory,Anuak Ethnic Militia (Ethiopia),,4,Nuer Ethnic Militia (Ethiopia),Nuer Ethnic Militia (Sudan),4,44,Ethiopia,Gambela Peoples,Agnuak,Gambela Zuria,Gambella,8.25,34.5833,1,"Factiva - AFP, BBC Monitoring",Over two months of fighting 60 people have died.,0
498,498,32663,8/12/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Korahe,Kebridehar,Kebri Dehar,6.74,44.27806,3,"BBC Monitoring, 8/21/2002",ONLF attacks Ethiopian soldiers,14
499,499,32662,8/12/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Dayah Weyne,9.38917,43.06111,1,"BBC Monitoring, 9/7/2002",ONLF attacks Ethiopian soldiers,6
500,500,32664,8/13/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Nogob,Hamero,Hamero,7.45,42.2333,1,"BBC Monitoring, 9/7/2002",ONLF attacks Ethiopian soldiers,25
501,501,32665,8/14/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Nogob,Fik,Fik,8.1333,42.3,1,"BBC Monitoring, 9/7/2002",ONLF attacks Ethiopian soldiers,10
502,502,32666,8/15/2002,2002,3,Battle-No change of territory,Anuak Ethnic Militia (Ethiopia),,4,Nuer Ethnic Militia (Ethiopia),,4,44,Ethiopia,Gambela Peoples,Agnuak,Gambela Zuria,Gambella,8.25,34.5833,2,"BBC Monitoring, 10/4/2002",Ethnic clashes in Southern Ethiopia,0
503,503,32667,8/16/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Misraq Harerge,Golo Oda,Sela Jajo,8.56667,41.46667,1,"BBC Monitoring, 9/6/2002",OLF attacks Ethiopian troops,4
504,504,32668,8/16/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Bale,Rayitu,Bishan Oda,6.7,41.16667,1,"BBC Monitoring, 9/6/2002",OLF attacks Ethiopian troops,4
505,505,32669,8/17/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Somali,Siti,Erer,Harerge,9.5,41.5,2,"BBC Monitoring, 9/6/2002",OLF attacks Ethiopian troops,20
506,506,32670,8/17/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,North Shewa,Abichuna Gnea,Bilad Daye,9.6,39.35,1,"BBC Monitoring, 9/7/2002",ONLF attacks Ethiopian soldiers,9
507,507,32671,8/17/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Amhara,Debub Gondar,Simada,Ber,11.3833,38.4,1,"BBC Monitoring, 9/7/2002",ONLF attacks Ethiopian soldiers,3
508,508,32672,8/18/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Somali,Siti,Miesso,Bishan Gura Qaro,9.6333,40.8,1,"BBC Monitoring, 9/6/2002",OLF attacks Ethiopian troops,2
509,509,32673,8/18/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Misraq Harerge,Babile,Babile,9.2167,42.3333,1,"BBC Monitoring, 8/30/2002",ONLF attacks Ethiopian soldiers,15
510,510,32674,8/18/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Nogob,Fik,Fik,8.1333,42.3,2,"BBC Monitoring, 9/7/2002",ONLF attacks Ethiopian soldiers,4
511,511,32675,8/19/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Misraq Harerge,Fedis,Fedis,9.13944,42.04806,1,"BBC Monitoring, 9/6/2002",OLF attacks Ethiopian troops,0
512,512,32676,8/20/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Misraq Harerge,Fedis,Fedis,9.13944,42.04806,1,"BBC Monitoring, 9/6/2002",OLF attacks Ethiopian troops,4
513,513,32677,8/20/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Jarar,Degehabur,Degeh Bur,8.22056,43.55722,2,"BBC Monitoring, 8/30/2002",ONLF attacks Ethiopian soldiers,30
514,514,32678,8/22/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Misraq Harerge,Fedis,Fedis,9.13944,42.04806,1,"BBC Monitoring, 9/6/2002",OLF attacks Ethiopian troops,45
515,515,32679,8/22/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Benshangul-Gumaz,Metekel,Dibat,Barbara,10.6,36.2667,1,"BBC Monitoring, 9/7/2002",ONLF attacks Ethiopian soldiers,4
516,516,32680,8/22/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Nogob,Fik,Fik,8.133,42.3,2,"BBC Monitoring, 9/7/2002",ONLF attacks Ethiopian soldiers,7
517,517,32681,8/23/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Misraq Harerge,Fedis,Fedis,9.13944,42.04806,2,"BBC Monitoring, 9/6/2002",OLF attacks Ethiopian troops,7
518,518,32682,8/25/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Mirab Hararghe,Mieso,Dudda Mullu,9.28333,40.83333,1,"BBC Monitoring, 9/6/2002",OLF attacks Ethiopian troops,5
519,519,32683,8/26/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Unidentified Armed Group (Ethiopia),,3,13,Ethiopia,Oromia,North Shewa,Bereh,Shewa,9,39,2,"BBC Monitoring, 9/5/2002",Land mines blow up two Ethiopian troop tankers; no claims of responsibility,0
520,520,32684,8/26/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Ilubabor,Dedesa,Dimbe,8.0833,36.4667,1,"BBC Monitoring, 9/5/2002",OLF attacks Ethiopian troops,8
521,521,32685,8/26/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Amhara,Debub Gondar,Simada,Ber,11.3833,38.4,1,"BBC Monitoring, 9/7/2002",ONLF attacks Ethiopian soldiers,5
522,522,32686,9/5/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Borena,Moyale,Moyale,3.56917,39.08333,2,"BBC Monitoring, 9/11/2002",Fighting between OLF and Ethiopian troops,16
523,523,32687,9/7/2002,2002,3,Battle-No change of territory,Anuak Ethnic Militia (Ethiopia),,4,Nuer Ethnic Militia (Ethiopia),Nuer Ethnic Militia (Sudan),4,44,Ethiopia,Gambela Peoples,Agnuak,Gambela Zuria,Gambella,8.25,34.5833,1,"Factiva - AFP, BBC Monitoring",Over more than two months of fighting 60 people have died.,0
524,524,32688,9/8/2002,2002,1,Battle-Non-state actor overtakes territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Korahe,Kebridehar,Kebri Dehar,6.74,44.27806,1,"BBC Monitoring, 9/11/2002",ONLF captures Kebri Dehar from Ethiopian troops,0
525,525,32689,9/9/2002,2002,2,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Mutiny of Military Forces of Ethiopia (1991-),,1,11,Ethiopia,Oromia,Debub Mirab Shewa,Seden Sodo,Tolay,8.51667,38.26667,1,"BBC Monitoring, 9/18/2002",Fighting between Ethiopian troops,5
526,526,32690,9/11/2002,2002,1,Violence against civilians,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Agence France Presse,Blast at Ethiopian hotel kills two,2
527,527,32691,9/13/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,ONLF: Ogaden National Liberation Front,2,12,Ethiopia,Harari People,Hareri,Harar,Harar,9.3167,42.1167,1,"BBC Monitoring, 9/20/2002",OLF and ONLF attack Ethiopian troops,60
528,528,32692,9/15/2002,2002,3,Battle-No change of territory,Anuak Ethnic Militia (Ethiopia),,4,Nuer Ethnic Militia (Ethiopia),,4,44,Ethiopia,Gambela Peoples,Agnuak,Gambela Zuria,Gambella,8.25,34.5833,2,"BBC Monitoring, 10/4/2002",Ethnic clashes in Southern Ethiopia,0
529,529,32693,9/15/2002,2002,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Mutiny of Military Forces of Ethiopia (1991-),,1,11,Ethiopia,Oromia,Jimma,Kersa,Jima,7.66667,36.83333,1,"BBC Monitoring, 9/18/2002",Fighting between Ethiopian troops,0
530,530,32694,9/17/2002,2002,1,Violence against civilians,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37,Ethiopia,Gambela Peoples,Agnuak,Gambela Zuria,Gambella,8.25,34.5833,2,"BBC Monitoring, 9/19/2002","Unknown group throws grenade into vehicle, kills two",2
